33,191,33,33,33,33,33,33,33,33,33,33,33,96,97,98
33,191,33,33,33,33,33,33,33,33,33,33,33,128,129,130
33,191,33,33,33,33,33,33,33,33,33,33,33,160,161,162
33,191,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,191,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,191,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,191,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,191,191,191,191,191,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,191,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,191,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,191,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,191,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,191,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,191,191,191,191,191,191,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,191,33,33,33,33,191
33,33,33,33,33,33,33,33,33,33,191,33,33,33,33,191
